unix_timestamp,jobs,readable_time
1345420800,0.0,2012/08/20 02:00:00
1345507200,0.0,2012/08/21 02:00:00
1345593600,0.0,2012/08/22 02:00:00
1345680000,0.0,2012/08/23 02:00:00
1345766400,0.0,2012/08/24 02:00:00
1345852800,0.0,2012/08/25 02:00:00
1345939200,0.0,2012/08/26 02:00:00
1346025600,0.0,2012/08/27 02:00:00
1346112000,0.03755787037,2012/08/28 02:00:00
1346198400,3.0556597222,2012/08/29 02:00:00
1346284800,4.0,2012/08/30 02:00:00
1346371200,4.0,2012/08/31 02:00:00
1346457600,3.6332638889,2012/09/01 02:00:00
1346544000,3.0,2012/09/02 02:00:00
1346630400,3.0,2012/09/03 02:00:00
1346716800,3.0229050926,2012/09/04 02:00:00
1346803200,3.0,2012/09/05 02:00:00
1346889600,3.0,2012/09/06 02:00:00
1346976000,3.0,2012/09/07 02:00:00
1347062400,3.0,2012/09/08 02:00:00
1347148800,3.4961689815,2012/09/09 02:00:00
1347235200,7.0007523148,2012/09/10 02:00:00
1347321600,5.5319444444,2012/09/11 02:00:00
1347408000,2.4210185185,2012/09/12 02:00:00
1347494400,0.0,2012/09/13 02:00:00
1347580800,0.0,2012/09/14 02:00:00
1347667200,0.0,2012/09/15 02:00:00
1347753600,0.0,2012/09/16 02:00:00
1347840000,0.0,2012/09/17 02:00:00
1347926400,0.53890046296,2012/09/18 02:00:00
1348012800,2.0989930556,2012/09/19 02:00:00
1348099200,2.0,2012/09/20 02:00:00
1348185600,2.0,2012/09/21 02:00:00
1348272000,2.0,2012/09/22 02:00:00
1348358400,2.0,2012/09/23 02:00:00
1348444800,2.0,2012/09/24 02:00:00
1348531200,2.0,2012/09/25 02:00:00
1348617600,2.0,2012/09/26 02:00:00
1348704000,2.0,2012/09/27 02:00:00
1348790400,2.0,2012/09/28 02:00:00
1348876800,2.0,2012/09/29 02:00:00
1348963200,2.0,2012/09/30 02:00:00
1349049600,2.0,2012/10/01 02:00:00
1349136000,1.6900810185,2012/10/02 02:00:00
1349222400,0.0,2012/10/03 02:00:00
1349308800,0.0,2012/10/04 02:00:00
1349395200,0.0,2012/10/05 02:00:00
1349481600,0.0,2012/10/06 02:00:00
1349568000,0.0,2012/10/07 02:00:00
1349654400,0.0,2012/10/08 02:00:00
1349740800,0.0,2012/10/09 02:00:00
1349827200,0.0,2012/10/10 02:00:00
1349913600,0.0,2012/10/11 02:00:00
1350000000,0.0,2012/10/12 02:00:00
1350086400,0.0,2012/10/13 02:00:00
1350172800,0.0,2012/10/14 02:00:00
1350259200,0.0,2012/10/15 02:00:00
1350345600,0.0,2012/10/16 02:00:00
1350432000,0.0,2012/10/17 02:00:00
1350518400,0.0,2012/10/18 02:00:00
1350604800,0.0,2012/10/19 02:00:00
1350691200,0.0,2012/10/20 02:00:00
1350777600,0.0,2012/10/21 02:00:00
1350864000,0.0,2012/10/22 02:00:00
1350950400,0.0,2012/10/23 02:00:00
1351036800,0.0,2012/10/24 02:00:00
1351123200,0.0,2012/10/25 02:00:00
1351209600,0.0,2012/10/26 02:00:00
1351296000,0.0,2012/10/27 02:00:00
1351382400,0.0,2012/10/28 02:00:00
1351468800,0.0,2012/10/29 01:00:00
1351555200,0.0,2012/10/30 01:00:00
1351641600,0.0,2012/10/31 01:00:00
1351728000,0.0,2012/11/01 01:00:00
1351814400,0.0,2012/11/02 01:00:00
1351900800,0.0,2012/11/03 01:00:00
1351987200,0.0,2012/11/04 01:00:00
1352073600,0.0,2012/11/05 01:00:00
1352160000,0.0,2012/11/06 01:00:00
1352246400,0.0,2012/11/07 01:00:00
1352332800,0.0,2012/11/08 01:00:00
1352419200,0.0,2012/11/09 01:00:00
1352505600,0.0,2012/11/10 01:00:00
1352592000,0.0,2012/11/11 01:00:00
1352678400,0.0,2012/11/12 01:00:00
1352764800,0.0,2012/11/13 01:00:00
1352851200,0.0,2012/11/14 01:00:00
1352937600,0.0,2012/11/15 01:00:00
1353024000,0.0,2012/11/16 01:00:00
1353110400,0.0,2012/11/17 01:00:00
1353196800,0.0,2012/11/18 01:00:00
1353283200,0.0,2012/11/19 01:00:00
1353369600,0.0,2012/11/20 01:00:00
1353456000,0.0,2012/11/21 01:00:00
1353542400,0.0,2012/11/22 01:00:00
1353628800,0.0017361111111,2012/11/23 01:00:00
1353715200,0.0,2012/11/24 01:00:00
1353801600,0.0,2012/11/25 01:00:00
1353888000,0.0013888888889,2012/11/26 01:00:00
1353974400,0.0,2012/11/27 01:00:00
1354060800,0.043842592593,2012/11/28 01:00:00
1354147200,7.7019675926,2012/11/29 01:00:00
1354233600,8.7450462963,2012/11/30 01:00:00
1354320000,0.0,2012/12/01 01:00:00
1354406400,0.0,2012/12/02 01:00:00
1354492800,3.4769097222,2012/12/03 01:00:00
1354579200,16.291342593,2012/12/04 01:00:00
1354665600,35.0,2012/12/05 01:00:00
1354752000,11.957523148,2012/12/06 01:00:00
1354838400,0.0,2012/12/07 01:00:00
1354924800,0.0,2012/12/08 01:00:00
1355011200,0.56186342593,2012/12/09 01:00:00
1355097600,0.0,2012/12/10 01:00:00
1355184000,0.0,2012/12/11 01:00:00
1355270400,0.0,2012/12/12 01:00:00
1355356800,0.0044444444444,2012/12/13 01:00:00
1355443200,0.0,2012/12/14 01:00:00
1355529600,0.0,2012/12/15 01:00:00
1355616000,0.0,2012/12/16 01:00:00
1355702400,0.0,2012/12/17 01:00:00
1355788800,0.0,2012/12/18 01:00:00
1355875200,6.0676388889,2012/12/19 01:00:00
1355961600,9.5336342593,2012/12/20 01:00:00
1356048000,6.0041454418,2012/12/21 01:00:00
1356134400,6.0045097011,2012/12/22 01:00:00
1356220800,6.0041087963,2012/12/23 01:00:00
1356307200,6.0,2012/12/24 01:00:00
1356393600,6.0,2012/12/25 01:00:00
1356480000,6.0,2012/12/26 01:00:00
1356566400,6.0,2012/12/27 01:00:00
1356652800,3.949849537,2012/12/28 01:00:00
1356739200,0.0,2012/12/29 01:00:00
1356825600,0.0,2012/12/30 01:00:00
1356912000,0.0,2012/12/31 01:00:00
1356998400,0.0,2013/01/01 01:00:00
1357084800,0.0,2013/01/02 01:00:00
1357171200,0.0,2013/01/03 01:00:00
1357257600,0.0,2013/01/04 01:00:00
1357344000,0.0,2013/01/05 01:00:00
1357430400,0.0,2013/01/06 01:00:00
1357516800,0.0,2013/01/07 01:00:00
1357603200,0.0,2013/01/08 01:00:00
1357689600,0.0,2013/01/09 01:00:00
1357776000,0.0,2013/01/10 01:00:00
1357862400,0.018402777778,2013/01/11 01:00:00
1357948800,0.0,2013/01/12 01:00:00
1358035200,0.0,2013/01/13 01:00:00
1358121600,0.0,2013/01/14 01:00:00
1358208000,0.0,2013/01/15 01:00:00
1358294400,0.44548611111,2013/01/16 01:00:00
1358380800,1.6087037037,2013/01/17 01:00:00
1358467200,0.68260416667,2013/01/18 01:00:00
1358553600,1.1880439815,2013/01/19 01:00:00
1358640000,0.0,2013/01/20 01:00:00
1358726400,0.0,2013/01/21 01:00:00
1358812800,1.1126041667,2013/01/22 01:00:00
1358899200,2.7244560185,2013/01/23 01:00:00
1358985600,2.3138078704,2013/01/24 01:00:00
1359072000,11.821574074,2013/01/25 01:00:00
1359158400,21.16287037,2013/01/26 01:00:00
1359244800,18.895717593,2013/01/27 01:00:00
1359331200,10.0,2013/01/28 01:00:00
1359417600,10.0,2013/01/29 01:00:00
1359504000,10.002719907,2013/01/30 01:00:00
1359590400,10.0,2013/01/31 01:00:00
1359676800,5.3673263889,2013/02/01 01:00:00
1359763200,14.075763889,2013/02/02 01:00:00
1359849600,29.910208333,2013/02/03 01:00:00
1359936000,28.414236111,2013/02/04 01:00:00
1360022400,29.034143519,2013/02/05 01:00:00
1360108800,30.0,2013/02/06 01:00:00
1360195200,30.0,2013/02/07 01:00:00
1360281600,25.090162037,2013/02/08 01:00:00
1360368000,34.0,2013/02/09 01:00:00
1360454400,34.0,2013/02/10 01:00:00
1360540800,34.0,2013/02/11 01:00:00
1360627200,34.0,2013/02/12 01:00:00
1360713600,31.692986111,2013/02/13 01:00:00
1360800000,31.414351852,2013/02/14 01:00:00
1360886400,39.001388889,2013/02/15 01:00:00
1360972800,40.0,2013/02/16 01:00:00
1361059200,38.889351852,2013/02/17 01:00:00
1361145600,39.337037037,2013/02/18 01:00:00
1361232000,30.579560185,2013/02/19 01:00:00
1361318400,13.886111111,2013/02/20 01:00:00
1361404800,2.9759259259,2013/02/21 01:00:00
1361491200,40.0,2013/02/22 01:00:00
1361577600,40.0,2013/02/23 01:00:00
1361664000,15.715740741,2013/02/24 01:00:00
1361750400,0.0,2013/02/25 01:00:00
1361836800,0.0,2013/02/26 01:00:00
1361923200,0.0,2013/02/27 01:00:00
1362009600,0.0,2013/02/28 01:00:00
1362096000,0.0,2013/03/01 01:00:00
1362182400,18.210014556,2013/03/02 01:00:00
1362268800,37.0,2013/03/03 01:00:00
1362355200,37.006921296,2013/03/04 01:00:00
1362441600,36.72650463,2013/03/05 01:00:00
1362528000,22.177928241,2013/03/06 01:00:00
1362614400,37.0,2013/03/07 01:00:00
1362700800,37.004861111,2013/03/08 01:00:00
1362787200,27.344212963,2013/03/09 01:00:00
1362873600,2.9844444444,2013/03/10 01:00:00
1362960000,6.950150463,2013/03/11 01:00:00
1363046400,20.364305556,2013/03/12 01:00:00
1363132800,30.002002315,2013/03/13 01:00:00
1363219200,30.0,2013/03/14 01:00:00
1363305600,30.006851852,2013/03/15 01:00:00
1363392000,30.0,2013/03/16 01:00:00
1363478400,10.934375,2013/03/17 01:00:00
1363564800,0.0,2013/03/18 01:00:00
1363651200,0.0,2013/03/19 01:00:00
1363737600,0.0,2013/03/20 01:00:00
1363824000,0.0,2013/03/21 01:00:00
1363910400,0.0,2013/03/22 01:00:00
1363996800,0.0,2013/03/23 01:00:00
1364083200,0.0,2013/03/24 01:00:00
1364169600,0.0,2013/03/25 01:00:00
1364256000,0.0,2013/03/26 01:00:00
1364342400,0.0,2013/03/27 01:00:00
1364428800,0.0,2013/03/28 01:00:00
1364515200,0.0,2013/03/29 01:00:00
1364601600,0.0,2013/03/30 01:00:00
1364688000,0.0,2013/03/31 01:00:00
1364774400,0.0,2013/04/01 02:00:00
1364860800,0.0,2013/04/02 02:00:00
1364947200,0.0,2013/04/03 02:00:00
1365033600,0.0,2013/04/04 02:00:00
1365120000,0.0,2013/04/05 02:00:00
1365206400,0.0,2013/04/06 02:00:00
1365292800,0.0,2013/04/07 02:00:00
1365379200,0.0,2013/04/08 02:00:00
1365465600,0.0,2013/04/09 02:00:00
1365552000,0.0,2013/04/10 02:00:00
1365638400,0.0,2013/04/11 02:00:00
1365724800,0.0,2013/04/12 02:00:00
1365811200,0.0,2013/04/13 02:00:00
1365897600,0.0,2013/04/14 02:00:00
1365984000,0.0,2013/04/15 02:00:00
1366070400,0.0,2013/04/16 02:00:00
1366156800,0.0,2013/04/17 02:00:00
1366243200,0.0,2013/04/18 02:00:00
1366329600,0.0,2013/04/19 02:00:00
1366416000,0.69217592593,2013/04/20 02:00:00
1366502400,1.1089930556,2013/04/21 02:00:00
1366588800,0.16119212963,2013/04/22 02:00:00
1366675200,0.0,2013/04/23 02:00:00
1366761600,0.0,2013/04/24 02:00:00
1366848000,0.0,2013/04/25 02:00:00
1366934400,0.0,2013/04/26 02:00:00
1367020800,0.0,2013/04/27 02:00:00
1367107200,0.0,2013/04/28 02:00:00
1367193600,0.0,2013/04/29 02:00:00
1367280000,0.0,2013/04/30 02:00:00
1367366400,0.0,2013/05/01 02:00:00
1367452800,0.0,2013/05/02 02:00:00
1367539200,0.0,2013/05/03 02:00:00
1367625600,0.0,2013/05/04 02:00:00
1367712000,0.0,2013/05/05 02:00:00
1367798400,0.0,2013/05/06 02:00:00
1367884800,0.0,2013/05/07 02:00:00
1367971200,0.0,2013/05/08 02:00:00
1368057600,0.0,2013/05/09 02:00:00
1368144000,0.0,2013/05/10 02:00:00
1368230400,0.0,2013/05/11 02:00:00
1368316800,0.0,2013/05/12 02:00:00
1368403200,0.0,2013/05/13 02:00:00
1368489600,0.0,2013/05/14 02:00:00
1368576000,0.0,2013/05/15 02:00:00
1368662400,0.0,2013/05/16 02:00:00
1368748800,0.0,2013/05/17 02:00:00
