unix_timestamp,active_mem,readable_time
1343174400,858055750.37,2012/07/25 02:00:00
1343260800,798836820.28,2012/07/26 02:00:00
1343347200,805028773.99,2012/07/27 02:00:00
1343433600,791037571.05,2012/07/28 02:00:00
1343520000,767432655.68,2012/07/29 02:00:00
1343606400,782769488.32,2012/07/30 02:00:00
1343692800,771711599.07,2012/07/31 02:00:00
1343779200,792634288.26,2012/08/01 02:00:00
1343865600,803950373.98,2012/08/02 02:00:00
1343952000,796971714.77,2012/08/03 02:00:00
1344038400,803698162.57,2012/08/04 02:00:00
1344124800,819698748.92,2012/08/05 02:00:00
1344211200,824734449.63,2012/08/06 02:00:00
1344297600,813955554.82,2012/08/07 02:00:00
1344384000,791054831.89,2012/08/08 02:00:00
1344470400,783380211.28,2012/08/09 02:00:00
1344556800,765959033.88,2012/08/10 02:00:00
1344643200,750162297.79,2012/08/11 02:00:00
1344729600,724353182.04,2012/08/12 02:00:00
1344816000,740824757.64,2012/08/13 02:00:00
1344902400,748359942.03,2012/08/14 02:00:00
1344988800,725960647.15,2012/08/15 02:00:00
1345075200,751686848.88,2012/08/16 02:00:00
1345161600,754651808.15,2012/08/17 02:00:00
1345248000,756170725.26,2012/08/18 02:00:00
1345334400,767410946.89,2012/08/19 02:00:00
1345420800,770701120.97,2012/08/20 02:00:00
1345507200,755024797.24,2012/08/21 02:00:00
1345593600,765031594.51,2012/08/22 02:00:00
1345680000,774545206.36,2012/08/23 02:00:00
1345766400,750155553.71,2012/08/24 02:00:00
1345852800,743351182.27,2012/08/25 02:00:00
1345939200,751111370.28,2012/08/26 02:00:00
1346025600,777272878.6,2012/08/27 02:00:00
1346112000,762560349.83,2012/08/28 02:00:00
1346198400,760547450.51,2012/08/29 02:00:00
1346284800,769700980.94,2012/08/30 02:00:00
1346371200,765397729.18,2012/08/31 02:00:00
1346457600,753589454.18,2012/09/01 02:00:00
1346544000,762643384.25,2012/09/02 02:00:00
1346630400,761280475.37,2012/09/03 02:00:00
1346716800,778635908.66,2012/09/04 02:00:00
1346803200,762987687.4,2012/09/05 02:00:00
1346889600,755947798.36,2012/09/06 02:00:00
1346976000,760374834.51,2012/09/07 02:00:00
1347062400,744318494.15,2012/09/08 02:00:00
1347148800,735764346.85,2012/09/09 02:00:00
1347235200,739025988.84,2012/09/10 02:00:00
1347321600,742348823.19,2012/09/11 02:00:00
1347408000,745139330.19,2012/09/12 02:00:00
1347494400,764795488.62,2012/09/13 02:00:00
1347580800,878193914.22,2012/09/14 02:00:00
1347667200,941818835.61,2012/09/15 02:00:00
1347753600,967291477.43,2012/09/16 02:00:00
1347840000,975516248.32,2012/09/17 02:00:00
1347926400,979900035.62,2012/09/18 02:00:00
1348012800,956524437.31,2012/09/19 02:00:00
1348099200,977062952.1,2012/09/20 02:00:00
1348185600,984804895.97,2012/09/21 02:00:00
1348272000,986509536.08,2012/09/22 02:00:00
1348358400,984311093.57,2012/09/23 02:00:00
1348444800,982794819.6,2012/09/24 02:00:00
1348531200,982560175.83,2012/09/25 02:00:00
1348617600,992927226.52,2012/09/26 02:00:00
1348704000,982638709.59,2012/09/27 02:00:00
1348790400,1041187680.2,2012/09/28 02:00:00
1348876800,1149745951.7,2012/09/29 02:00:00
1348963200,1147382771.2,2012/09/30 02:00:00
1349049600,1151552703.2,2012/10/01 02:00:00
1349136000,1161823939.8,2012/10/02 02:00:00
1349222400,1152948062.4,2012/10/03 02:00:00
1349308800,1134906945.3,2012/10/04 02:00:00
1349395200,1129994576.3,2012/10/05 02:00:00
1349481600,1121276176.6,2012/10/06 02:00:00
1349568000,1120738810.1,2012/10/07 02:00:00
1349654400,1120582280.2,2012/10/08 02:00:00
1349740800,1124536165.2,2012/10/09 02:00:00
1349827200,1140462425.4,2012/10/10 02:00:00
1349913600,1099623335.9,2012/10/11 02:00:00
1350000000,1098416411.5,2012/10/12 02:00:00
1350086400,1081544658.7,2012/10/13 02:00:00
1350172800,1082979812.3,2012/10/14 02:00:00
1350259200,1104116375.0,2012/10/15 02:00:00
1350345600,1106899856.0,2012/10/16 02:00:00
1350432000,1152292196.1,2012/10/17 02:00:00
1350518400,1161389890.2,2012/10/18 02:00:00
1350604800,1138943464.4,2012/10/19 02:00:00
1350691200,1208629188.1,2012/10/20 02:00:00
1350777600,1197183910.4,2012/10/21 02:00:00
1350864000,1227321084.5,2012/10/22 02:00:00
1350950400,1237406739.2,2012/10/23 02:00:00
1351036800,1233200073.4,2012/10/24 02:00:00
1351123200,1200171707.3,2012/10/25 02:00:00
1351209600,1141292673.4,2012/10/26 02:00:00
1351296000,1133924511.5,2012/10/27 02:00:00
1351382400,1111428074.0,2012/10/28 02:00:00
1351468800,1104981806.6,2012/10/29 01:00:00
1351555200,1090833805.6,2012/10/30 01:00:00
1351641600,1100893224.9,2012/10/31 01:00:00
1351728000,1099677102.7,2012/11/01 01:00:00
1351814400,1108474695.0,2012/11/02 01:00:00
1351900800,801942655.94,2012/11/03 01:00:00
1351987200,676774111.74,2012/11/04 01:00:00
1352073600,710821216.59,2012/11/05 01:00:00
1352160000,750650665.51,2012/11/06 01:00:00
1352246400,794724221.1,2012/11/07 01:00:00
1352332800,857995235.2,2012/11/08 01:00:00
1352419200,796405058.2,2012/11/09 01:00:00
1352505600,907493600.18,2012/11/10 01:00:00
1352592000,931983881.43,2012/11/11 01:00:00
1352678400,939727962.45,2012/11/12 01:00:00
1352764800,893639806.09,2012/11/13 01:00:00
1352851200,877341484.4,2012/11/14 01:00:00
1352937600,981861938.72,2012/11/15 01:00:00
1353024000,935604481.7,2012/11/16 01:00:00
1353110400,871590593.6,2012/11/17 01:00:00
1353196800,812877772.74,2012/11/18 01:00:00
1353283200,855069065.37,2012/11/19 01:00:00
1353369600,803697673.84,2012/11/20 01:00:00
1353456000,793942115.33,2012/11/21 01:00:00
1353542400,880203749.98,2012/11/22 01:00:00
1353628800,913529322.73,2012/11/23 01:00:00
1353715200,815003856.57,2012/11/24 01:00:00
1353801600,732645587.34,2012/11/25 01:00:00
1353888000,736079732.59,2012/11/26 01:00:00
1353974400,855244031.55,2012/11/27 01:00:00
1354060800,869748243.81,2012/11/28 01:00:00
1354147200,868599030.67,2012/11/29 01:00:00
1354233600,939358744.97,2012/11/30 01:00:00
1354320000,930480137.31,2012/12/01 01:00:00
1354406400,921689463.74,2012/12/02 01:00:00
1354492800,887710953.56,2012/12/03 01:00:00
1354579200,880673415.73,2012/12/04 01:00:00
1354665600,902574790.15,2012/12/05 01:00:00
1354752000,903673401.29,2012/12/06 01:00:00
1354838400,895925425.06,2012/12/07 01:00:00
1354924800,898892723.59,2012/12/08 01:00:00
1355011200,937688770.18,2012/12/09 01:00:00
1355097600,924584745.19,2012/12/10 01:00:00
1355184000,956991274.77,2012/12/11 01:00:00
1355270400,988476016.13,2012/12/12 01:00:00
1355356800,958256282.78,2012/12/13 01:00:00
1355443200,892937340.42,2012/12/14 01:00:00
1355529600,882928114.34,2012/12/15 01:00:00
1355616000,856644537.96,2012/12/16 01:00:00
1355702400,856878369.26,2012/12/17 01:00:00
1355788800,954797780.36,2012/12/18 01:00:00
1355875200,1001563036.3,2012/12/19 01:00:00
1355961600,957087800.53,2012/12/20 01:00:00
1356048000,918788132.81,2012/12/21 01:00:00
1356134400,905920540.11,2012/12/22 01:00:00
1356220800,957122497.33,2012/12/23 01:00:00
1356307200,996672189.14,2012/12/24 01:00:00
1356393600,988395584.87,2012/12/25 01:00:00
1356480000,966589168.29,2012/12/26 01:00:00
1356566400,943409873.54,2012/12/27 01:00:00
1356652800,934050394.65,2012/12/28 01:00:00
1356739200,896814333.35,2012/12/29 01:00:00
1356825600,909393357.88,2012/12/30 01:00:00
1356912000,1006546846.8,2012/12/31 01:00:00
1356998400,980933602.03,2013/01/01 01:00:00
1357084800,1063928257.4,2013/01/02 01:00:00
1357171200,1069445427.9,2013/01/03 01:00:00
1357257600,1041251879.1,2013/01/04 01:00:00
1357344000,1062915714.6,2013/01/05 01:00:00
1357430400,1057116158.9,2013/01/06 01:00:00
1357516800,1046742001.3,2013/01/07 01:00:00
1357603200,1145096328.6,2013/01/08 01:00:00
1357689600,1180956426.6,2013/01/09 01:00:00
1357776000,1171171565.2,2013/01/10 01:00:00
1357862400,1105489154.3,2013/01/11 01:00:00
1357948800,1087560141.1,2013/01/12 01:00:00
1358035200,1182800769.7,2013/01/13 01:00:00
1358121600,1179519231.2,2013/01/14 01:00:00
1358208000,1167337096.4,2013/01/15 01:00:00
1358294400,1184087701.9,2013/01/16 01:00:00
1358380800,1132520815.4,2013/01/17 01:00:00
1358467200,1050997127.2,2013/01/18 01:00:00
1358553600,981451022.99,2013/01/19 01:00:00
1358640000,1089632214.6,2013/01/20 01:00:00
1358726400,1093834105.9,2013/01/21 01:00:00
1358812800,1026039027.0,2013/01/22 01:00:00
1358899200,1101632117.9,2013/01/23 01:00:00
1358985600,1047244791.1,2013/01/24 01:00:00
1359072000,1019182236.2,2013/01/25 01:00:00
1359158400,990628363.82,2013/01/26 01:00:00
1359244800,1043843033.8,2013/01/27 01:00:00
1359331200,1048932795.8,2013/01/28 01:00:00
1359417600,1014269121.8,2013/01/29 01:00:00
1359504000,981117015.26,2013/01/30 01:00:00
1359590400,1001066355.2,2013/01/31 01:00:00
1359676800,893090015.83,2013/02/01 01:00:00
1359763200,829161614.02,2013/02/02 01:00:00
1359849600,750365772.42,2013/02/03 01:00:00
1359936000,758732920.06,2013/02/04 01:00:00
1360022400,790206123.86,2013/02/05 01:00:00
1360108800,791819014.05,2013/02/06 01:00:00
1360195200,850194206.22,2013/02/07 01:00:00
1360281600,970168003.03,2013/02/08 01:00:00
1360368000,812525361.88,2013/02/09 01:00:00
1360454400,1080629010.4,2013/02/10 01:00:00
1360540800,958781371.57,2013/02/11 01:00:00
1360627200,890760654.08,2013/02/12 01:00:00
1360713600,914625423.84,2013/02/13 01:00:00
1360800000,927884448.29,2013/02/14 01:00:00
1360886400,1038615415.7,2013/02/15 01:00:00
1360972800,1097101881.6,2013/02/16 01:00:00
1361059200,1033309245.0,2013/02/17 01:00:00
1361145600,1029908808.9,2013/02/18 01:00:00
1361232000,969740051.09,2013/02/19 01:00:00
1361318400,933059914.79,2013/02/20 01:00:00
1361404800,1044610600.0,2013/02/21 01:00:00
1361491200,806542009.28,2013/02/22 01:00:00
1361577600,1001872393.4,2013/02/23 01:00:00
1361664000,1044163651.0,2013/02/24 01:00:00
1361750400,1032476746.4,2013/02/25 01:00:00
1361836800,939988894.09,2013/02/26 01:00:00
1361923200,995729302.36,2013/02/27 01:00:00
1362009600,1085820192.6,2013/02/28 01:00:00
1362096000,1081442172.9,2013/03/01 01:00:00
1362182400,1020822735.3,2013/03/02 01:00:00
1362268800,1098441487.2,2013/03/03 01:00:00
1362355200,1105263742.6,2013/03/04 01:00:00
1362441600,1011213266.1,2013/03/05 01:00:00
1362528000,995071147.73,2013/03/06 01:00:00
1362614400,1042519458.4,2013/03/07 01:00:00
1362700800,1039360776.6,2013/03/08 01:00:00
1362787200,1039331100.1,2013/03/09 01:00:00
1362873600,1065019165.6,2013/03/10 01:00:00
1362960000,1056316286.7,2013/03/11 01:00:00
1363046400,939617529.18,2013/03/12 01:00:00
1363132800,876924496.74,2013/03/13 01:00:00
1363219200,1067133697.2,2013/03/14 01:00:00
1363305600,1023867148.9,2013/03/15 01:00:00
1363392000,998995842.36,2013/03/16 01:00:00
1363478400,960432087.8,2013/03/17 01:00:00
1363564800,970471728.49,2013/03/18 01:00:00
1363651200,1021371684.8,2013/03/19 01:00:00
1363737600,1079670416.3,2013/03/20 01:00:00
1363824000,987881987.58,2013/03/21 01:00:00
1363910400,986173495.0,2013/03/22 01:00:00
1363996800,1012098230.3,2013/03/23 01:00:00
1364083200,994895009.35,2013/03/24 01:00:00
1364169600,1018060797.4,2013/03/25 01:00:00
1364256000,1056644012.5,2013/03/26 01:00:00
1364342400,1079282175.1,2013/03/27 01:00:00
1364428800,1041739213.0,2013/03/28 01:00:00
1364515200,994889905.61,2013/03/29 01:00:00
1364601600,988702164.59,2013/03/30 01:00:00
1364688000,1011814027.6,2013/03/31 01:00:00
1364774400,1009065218.7,2013/04/01 02:00:00
1364860800,940103229.21,2013/04/02 02:00:00
1364947200,1136087937.4,2013/04/03 02:00:00
1365033600,1093528898.2,2013/04/04 02:00:00
1365120000,1021043717.7,2013/04/05 02:00:00
1365206400,955189572.71,2013/04/06 02:00:00
1365292800,1004251574.9,2013/04/07 02:00:00
1365379200,970167213.78,2013/04/08 02:00:00
1365465600,912289377.69,2013/04/09 02:00:00
1365552000,936869152.87,2013/04/10 02:00:00
1365638400,925794896.03,2013/04/11 02:00:00
1365724800,983363495.62,2013/04/12 02:00:00
1365811200,1050298712.1,2013/04/13 02:00:00
1365897600,1071466209.5,2013/04/14 02:00:00
1365984000,1091667992.4,2013/04/15 02:00:00
1366070400,1102396944.5,2013/04/16 02:00:00
