unix_timestamp,active_mem,readable_time
1365509880,951312323.18,2013/04/09 14:18:00
1365512400,983423827.95,2013/04/09 15:00:00
1365514920,908905922.93,2013/04/09 15:42:00
1365517440,768172282.97,2013/04/09 16:24:00
1365519960,866419717.15,2013/04/09 17:06:00
1365522480,910523999.91,2013/04/09 17:48:00
1365525000,915781733.82,2013/04/09 18:30:00
1365527520,907360533.95,2013/04/09 19:12:00
1365530040,952815922.22,2013/04/09 19:54:00
1365532560,996840275.02,2013/04/09 20:36:00
1365535080,1019931961.8,2013/04/09 21:18:00
1365537600,1014659723.0,2013/04/09 22:00:00
1365540120,1020518509.7,2013/04/09 22:42:00
1365542640,1013889936.2,2013/04/09 23:24:00
1365545160,1019354874.6,2013/04/10 00:06:00
1365547680,958700550.68,2013/04/10 00:48:00
1365550200,777453698.49,2013/04/10 01:30:00
1365552720,780097853.25,2013/04/10 02:12:00
1365555240,780397684.95,2013/04/10 02:54:00
1365557760,778836957.65,2013/04/10 03:36:00
1365560280,767655909.64,2013/04/10 04:18:00
1365562800,772810315.63,2013/04/10 05:00:00
1365565320,828042276.56,2013/04/10 05:42:00
1365567840,892176344.01,2013/04/10 06:24:00
1365570360,935764748.8,2013/04/10 07:06:00
1365572880,939441098.8,2013/04/10 07:48:00
1365575400,941588015.06,2013/04/10 08:30:00
1365577920,973618755.95,2013/04/10 09:12:00
1365580440,996439553.81,2013/04/10 09:54:00
1365582960,989506544.68,2013/04/10 10:36:00
1365585480,934236644.47,2013/04/10 11:18:00
1365588000,921482036.99,2013/04/10 12:00:00
1365590520,934389465.22,2013/04/10 12:42:00
1365593040,985797517.25,2013/04/10 13:24:00
1365595560,985110120.55,2013/04/10 14:06:00
1365598080,1000618896.6,2013/04/10 14:48:00
1365600600,1001432766.4,2013/04/10 15:30:00
1365603120,991722200.3,2013/04/10 16:12:00
1365605640,1027107747.2,2013/04/10 16:54:00
1365608160,1016381053.4,2013/04/10 17:36:00
1365610680,1014089614.0,2013/04/10 18:18:00
1365613200,1011644249.0,2013/04/10 19:00:00
1365615720,993835953.61,2013/04/10 19:42:00
1365618240,937666773.73,2013/04/10 20:24:00
1365620760,881850285.88,2013/04/10 21:06:00
1365623280,876645787.26,2013/04/10 21:48:00
1365625800,890882574.47,2013/04/10 22:30:00
1365628320,887275164.97,2013/04/10 23:12:00
1365630840,904894643.68,2013/04/10 23:54:00
1365633360,904216494.85,2013/04/11 00:36:00
1365635880,908805047.54,2013/04/11 01:18:00
1365638400,912843371.63,2013/04/11 02:00:00
1365640920,914796291.55,2013/04/11 02:42:00
1365643440,915668366.81,2013/04/11 03:24:00
1365645960,915896698.25,2013/04/11 04:06:00
1365648480,915979653.62,2013/04/11 04:48:00
1365651000,915962294.31,2013/04/11 05:30:00
1365653520,915657919.17,2013/04/11 06:12:00
1365656040,913457585.44,2013/04/11 06:54:00
1365658560,912343029.43,2013/04/11 07:36:00
1365661080,913227961.56,2013/04/11 08:18:00
1365663600,1026142294.8,2013/04/11 09:00:00
1365666120,1051679319.2,2013/04/11 09:42:00
1365668640,936609165.79,2013/04/11 10:24:00
1365671160,885116582.54,2013/04/11 11:06:00
1365673680,836689424.4,2013/04/11 11:48:00
1365676200,852988724.65,2013/04/11 12:30:00
1365678720,1015325280.5,2013/04/11 13:12:00
1365681240,1062166450.1,2013/04/11 13:54:00
1365683760,1059385509.0,2013/04/11 14:36:00
1365686280,1056853006.2,2013/04/11 15:18:00
1365688800,1048781273.1,2013/04/11 16:00:00
1365691320,1047619634.4,2013/04/11 16:42:00
1365693840,1086528409.5,2013/04/11 17:24:00
1365696360,1086293911.0,2013/04/11 18:06:00
1365698880,1072369794.3,2013/04/11 18:48:00
1365701400,1058856030.4,2013/04/11 19:30:00
1365703920,1045438971.9,2013/04/11 20:12:00
1365706440,1026996052.8,2013/04/11 20:54:00
1365708960,1019880383.4,2013/04/11 21:36:00
1365711480,1012655614.9,2013/04/11 22:18:00
1365714000,972764489.39,2013/04/11 23:00:00
1365716520,968803742.49,2013/04/11 23:42:00
1365719040,976000796.74,2013/04/12 00:24:00
1365721560,980922380.56,2013/04/12 01:06:00
1365724080,1005815271.1,2013/04/12 01:48:00
1365726600,1013212334.6,2013/04/12 02:30:00
1365729120,1021043510.9,2013/04/12 03:12:00
1365731640,1020742883.4,2013/04/12 03:54:00
1365734160,1017651036.2,2013/04/12 04:36:00
1365736680,1017489678.3,2013/04/12 05:18:00
1365739200,1019945378.5,2013/04/12 06:00:00
1365741720,1023949415.9,2013/04/12 06:42:00
1365744240,1024931168.2,2013/04/12 07:24:00
1365746760,1027054921.6,2013/04/12 08:06:00
1365749280,1018011331.9,2013/04/12 08:48:00
1365751800,1037235873.1,2013/04/12 09:30:00
1365754320,1063250105.9,2013/04/12 10:12:00
1365756840,1069071600.2,2013/04/12 10:54:00
1365759360,1070013658.5,2013/04/12 11:36:00
1365761880,1069637133.5,2013/04/12 12:18:00
1365764400,1063089219.8,2013/04/12 13:00:00
1365766920,1038963159.2,2013/04/12 13:42:00
1365769440,1049140690.6,2013/04/12 14:24:00
1365771960,1052141454.3,2013/04/12 15:06:00
1365774480,1047370335.2,2013/04/12 15:48:00
1365777000,1053570096.7,2013/04/12 16:30:00
1365779520,1061524724.1,2013/04/12 17:12:00
1365782040,1065276263.5,2013/04/12 17:54:00
1365784560,1058728017.3,2013/04/12 18:36:00
1365787080,1064972381.1,2013/04/12 19:18:00
1365789600,1063207248.2,2013/04/12 20:00:00
1365792120,1063255693.6,2013/04/12 20:42:00
1365794640,1062387312.6,2013/04/12 21:24:00
1365797160,1061177215.5,2013/04/12 22:06:00
1365799680,1069823135.5,2013/04/12 22:48:00
1365802200,1074957177.4,2013/04/12 23:30:00
1365804720,1074707051.9,2013/04/13 00:12:00
1365807240,1074495828.0,2013/04/13 00:54:00
1365809760,1074129717.5,2013/04/13 01:36:00
1365812280,1073964505.6,2013/04/13 02:18:00
1365814800,1072803743.7,2013/04/13 03:00:00
1365817320,1069130483.1,2013/04/13 03:42:00
1365819840,1068822139.5,2013/04/13 04:24:00
1365822360,1068668239.3,2013/04/13 05:06:00
1365824880,1068064950.6,2013/04/13 05:48:00
1365827400,1066682782.5,2013/04/13 06:30:00
1365829920,1066361287.3,2013/04/13 07:12:00
1365832440,1066180981.3,2013/04/13 07:54:00
1365834960,1063208726.1,2013/04/13 08:36:00
1365837480,1065248883.5,2013/04/13 09:18:00
1365840000,1065464522.4,2013/04/13 10:00:00
1365842520,1065770283.3,2013/04/13 10:42:00
1365845040,1065948851.2,2013/04/13 11:24:00
1365847560,1065803570.2,2013/04/13 12:06:00
1365850080,1066027630.6,2013/04/13 12:48:00
1365852600,1064677442.2,2013/04/13 13:30:00
1365855120,1063124281.7,2013/04/13 14:12:00
1365857640,1065740435.5,2013/04/13 14:54:00
1365860160,1065373623.8,2013/04/13 15:36:00
1365862680,1065645442.7,2013/04/13 16:18:00
1365865200,1079104259.8,2013/04/13 17:00:00
1365867720,1081275443.1,2013/04/13 17:42:00
1365870240,1080661833.4,2013/04/13 18:24:00
1365872760,1079544063.5,2013/04/13 19:06:00
1365875280,1079735031.9,2013/04/13 19:48:00
1365877800,1079402060.6,2013/04/13 20:30:00
1365880320,1078617621.0,2013/04/13 21:12:00
1365882840,1078477971.9,2013/04/13 21:54:00
